"verbo","papel"
"pernear","Agent"
"pernetear","Agent"
"perolar","Agent"
"perolizar","Agent"
"perorar","Agent"
"perpassar","Agent"
"perquirir","Agent"
"perscrutar","Agent"
"perspirar","Agent"
"persuadir","Agent"
"pertencer","Agent"
"pervagar","Agent"
"pescar","Agent"
"pespontar","Agent"
"pesquisar","Agent"
"pestanear","Agent"
"pestanejar","Agent"
"pestear","Agent"
"petecar","Agent"
"petrificar","Agent"
"piançar","Agent"
"piar","Agent"
"picar","Agent"
"picuar","Agent"
"pigarrar","Agent"
"pigarrear","Agent"
"pigmentar","Agent"
"pilar","Agent"
"pilhar","Agent"
"pilheriar","Agent"
"pimpar","Agent"
"pimponar","Agent"
"pinçar","Agent"
"pincelar","Agent"
"pingar","Agent"
"pinicar","Agent"
"pinotear","Agent"
"pintar","Agent"
"piorar","Agent"
"pipiar","Agent"
"pipilar","Agent"
"pipitar","Agent"
"pipocar","Agent"
"pipoquear","Agent"
"pirilampar","Agent"
"pirilampear","Agent"
"pirilampejar","Agent"
"pirraçar","Agent"
"pirracear","Agent"
"pisar","Agent"
"piscar","Agent"
"placitar","Agent"
"planar","Agent"
"plantar","Agent"
"plasmar","Agent"
"pleitear","Agent"
"plenificar","Agent"
"pluralizar","Agent"
"podar","Agent"
"polir","Agent"
"poluir","Agent"
"polvilhar","Agent"
"pontear","Agent"
"pôr","Agent"
"porfiar","Agent"
"portear","Agent"
"portugalizar","Agent"
"postar","Agent"
"postergar","Agent"
"potencializar","Agent"
"poupar","Agent"
"prantear","Agent"
"pratear","Agent"
"praticar","Agent"
"precatar","Agent"
"precaver","Agent"
"precipitar","Agent"
"preconizar","Agent"
"predispor","Agent"
"preencher","Agent"
"preferir","Agent"
"prefigurar","Agent"
"pregar1","Agent"
"pregar3","Agent"
"pregoar","Agent"
"preguiçar","Agent"
"preitear","Agent"
"prejudicar","Agent"
"prejulgar","Agent"
"prelecionar","Agent"
"prelibar","Agent"
"premer","Agent"
"premiar","Agent"
"premir","Agent"
"premunir","Agent"
"prender","Agent"
"prensar","Agent"
"preparar","Agent"
"prepor","Agent"
"prescrever","Agent"
"presenciar","Agent"
"preservar","Agent"
"pressentir","Agent"
"pressionar","Agent"
"pressupor","Agent"
"prestar","Agent"
"presumir","Agent"
"pretender","Agent"
"prevaricar","Agent"
"prevenir","Agent"
"prever","Agent"
"primar","Agent"
"principiar","Agent"
"privar","Agent"
"proceder","Agent"
"proclamar","Agent"
"procurar","Agent"
"prodigalizar","Agent"
"prodigar","Agent"
"produzir","Agent"
"proferir","Agent"
"professar","Agent"
"profundar","Agent"
"prognosticar","Agent"
"progredir","Agent"
"proibir","Agent"
"projetar","Agent"
"proliferar","Agent"
"prolongar","Agent"
"prometer","Agent"
"promover","Agent"
"pronunciar","Agent"
"propor","Agent"
"proscrever","Agent"
"prosear","Agent"
"prospectar","Agent"
"prosperar","Agent"
"prosseguir","Agent"
"prostrar","Agent"
"proteger","Agent"
"protestar","Agent"
"protocolar","Agent"
"protocolizar","Agent"
"provar","Agent"
"prover","Agent"
"providenciar","Agent"
"provocar","Agent"
"publicar","Agent"
"pular","Agent"
"pulular","Agent"
"pulverizar","Agent"
"punir1","Agent"
"purgar","Agent"
"purificar","Agent"
"purpurar","Agent"
"purpurear","Agent"
"putrificar","Agent"
"puxar","Agent"
"quadrar","Agent"
"qualificar","Agent"
"quebrantar","Agent"
"quebrar","Agent"
"queimar","Agent"
"quentar","Agent"
"querer","Agent"
"questionar","Agent"
"quicar","Agent"
"quietar","Agent"
"rabiscar","Agent"
"rachar","Agent"
"radicar","Agent"
"rajar","Agent"
"ralar","Agent"
"ramalhar","Agent"
"ranger","Agent"
"ranhurar","Agent"
"rapar","Agent"
"rasar","Agent"
"rasgar","Agent"
"raspar","Agent"
"rastear","Agent"
"rastejar","Agent"
"rastelar","Agent"
"rastrear","Agent"
"rasurar","Agent"
"ratar","Agent"
"ratear1","Agent"
"ratificar","Agent"
"razoar","Agent"
"reabilitar","Agent"
"reacender","Agent"
"readquirir","Agent"
"realçar","Agent"
"realentar","Agent"
"realizar","Agent"
"reaplicar","Agent"
"reassumir","Agent"
"reaver","Agent"
"reavivar","Agent"
"rebaixar","Agent"
"rebanhar","Agent"
"rebater","Agent"
"rebentar","Agent"
"rebocar","Agent"
"rebojar1","Agent"
"rebombar","Agent"
"rebramar","Agent"
"rebrilhar","Agent"
"rebuscar","Agent"
"recalcar","Agent"
"recalcitrar","Agent"
"recamar","Agent"
"recapear","Agent"
"recapitular","Agent"
"recatar","Agent"
"receber","Agent"
"receitar","Agent"
"rechaçar","Agent"
"rechinar","Agent"
"recitar","Agent"
"reclamar","Agent"
"recobrar","Agent"
"recobrir","Agent"
"recolher","Agent"
"recomeçar","Agent"
"recomendar","Agent"
"recompensar","Agent"
"recompor","Agent"
"reconhecer","Agent"
"reconquistar","Agent"
"reconstituir","Agent"
"reconstruir","Agent"
"recontar","Agent"
"recopilar","Agent"
"recordar","Agent"
"recorrer","Agent"
"recortar","Agent"
"recrear","Agent"
"recrescer","Agent"
"recriminar","Agent"
"recrudescer","Agent"
"recrutar","Agent"
"recuperar","Agent"
"redemoinhar","Agent"
"redigir","Agent"
"redizer","Agent"
"redobrar","Agent"
"redopiar","Agent"
"redundar","Agent"
"reduzir","Agent"
"reembolsar","Agent"
"reempregar","Agent"
"reencetar","Agent"
"reestruturar","Agent"
"reestudar","Agent"
"refazer","Agent"
"refecer","Agent"
"referir","Agent"
"refluir","Agent"
"refogar","Agent"
"reforçar","Agent"
"reformar","Agent"
"refrear","Agent"
"refrescar","Agent"
"refrigerar","Agent"
"refugar","Agent"
"refugir","Agent"
"reganhar","Agent"
"regar","Agent"
"regelar","Agent"
"regirar","Agent"
"registar","Agent"
"registrar","Agent"
"regougar","Agent"
"regozijar","Agent"
"regredir","Agent"
"regressar","Agent"
"regurgitar","Agent"
"reimplantar","Agent"
"reincorporar","Agent"
"reiniciar","Agent"
"reintegrar","Agent"
"reintroduzir","Agent"
"reiterar","Agent"
"reivindicar","Agent"
"rejeitar1","Agent"
"relacionar","Agent"
"relampaguear","Agent"
"relampear","Agent"
"relampejar","Agent"
"relar1","Agent"
"relatar","Agent"
"relaxar","Agent"
"relinchar","Agent"
"reluzir","Agent"
"remar","Agent"
"rematar","Agent"
"remediar","Agent"
"rememorar","Agent"
"remendar","Agent"
"remessar","Agent"
"remeter","Agent"
"remexer","Agent"
"remitir","Agent"
"remoinhar","Agent"
"remorder","Agent"
"remunerar","Agent"
"render","Agent"
"renegar","Agent"
"renguear","Agent"
"renovar","Agent"
"renunciar","Agent"
"reorganizar","Agent"
"reparar","Agent"
"repartir","Agent"
"repassar","Agent"
"repavimentar","Agent"
"repelar","Agent"
"repelir","Agent"
"repertoriar","Agent"
"repetir","Agent"
"repimpar","Agent"
"repintar","Agent"
"repisar","Agent"
"repletar","Agent"
"repor","Agent"
"reportar","Agent"
"repousar","Agent"
"represar","Agent"
"representar","Agent"
"reprimir","Agent"
"reproduzir","Agent"
"reptar","Agent"
"repudiar","Agent"
"repugnar","Agent"
"repulsar","Agent"
"reputar","Agent"
"requerer","Agent"
"requestar","Agent"
"requintar","Agent"
"rescindir","Agent"
"reservar","Agent"
"resfolegar","Agent"
"resfolgar","Agent"
"resfriar","Agent"
"resgatar","Agent"
"resguardar","Agent"
"resilir","Agent"
"resistir","Agent"
"resmonear","Agent"
"resmungar","Agent"
"resolver","Agent"
"respaldar","Agent"
"respigar","Agent"
"respingar1","Agent"
"respingar2","Agent"
"respirar","Agent"
"resplandecer","Agent"
"resplender","Agent"
"ressair","Agent"
"ressaltar","Agent"
"ressalvar","Agent"
"ressarcir","Agent"
"ressecar","Agent"
"ressequir","Agent"
"ressoar","Agent"
"ressonar","Agent"
"restituir","Agent"
"resvalar","Agent"
"retemperar","Agent"
"reter","Agent"
"retesar","Agent"
"retinir","Agent"
"retirar","Agent"
"retomar","Agent"
"retorcer","Agent"
"retornar","Agent"
"retouçar","Agent"
"retrair","Agent"
"retratar1","Agent"
"retribuir","Agent"
"retrilhar","Agent"
"retroar","Agent"
"retroceder","Agent"
"retrotrair","Agent"
"retroverter","Agent"
"retundir","Agent"
"reunir","Agent"
"rever1","Agent"
"reverberar","Agent"
"reverter","Agent"
"revestir","Agent"
"revigorar","Agent"
"revirar","Agent"
"revitalizar","Agent"
"revoar","Agent"
"revocar","Agent"
"revogar","Agent"
"revolutear","Agent"
"revolver","Agent"
"rezingar","Agent"
"riçar","Agent"
"ridicularizar","Agent"
"ridiculizar","Agent"
"rilhar","Agent"
"rinchar","Agent"
"rinchavelhar","Agent"
"ringir","Agent"
"rir","Agent"
"riscar","Agent"
"ritmar","Agent"
"rivalizar","Agent"
"robustecer","Agent"
"roçar","Agent"
"rociar","Agent"
"rodar","Agent"
"rodear","Agent"
"rodopiar","Agent"
"roer","Agent"
"rogar","Agent"
"rojar","Agent"
"rolar1","Agent"
"romancear","Agent"
"romantizar","Agent"
"romper","Agent"
"roncar","Agent"
"rorejar","Agent"
"rosnar","Agent"
"rotear1","Agent"
"rotular","Agent"
"roubar","Agent"
"roxear","Agent"
"ruflar","Agent"
"rugar","Agent"
"rugir","Agent"
"rugitar","Agent"
"ruidar","Agent"
"rumorar","Agent"
"rumorejar","Agent"
"rutilar","Agent"
"saber","Agent"
"sabrecar","Agent"
"sacar","Agent"
"sachar","Agent"
"sacramentar","Agent"
"sacrificar","Agent"
"sacudir","Agent"
"sagrar","Agent"
"sair","Agent"
"salgar","Agent"
"salientar","Agent"
"salmourar","Agent"
"salpicar","Agent"
"saltar","Agent"
"saltear","Agent"
"saltitar","Agent"
"salvar","Agent"
"sambar","Agent"
"sambear","Agent"
"sanar","Agent"
"sancionar","Agent"
"sanear","Agent"
"sanfoninar","Agent"
"sangrar","Agent"
"sapecar","Agent"
"saracotear","Agent"
"sarar","Agent"
"sarrafaçar","Agent"
"satirizar","Agent"
"satisfazer","Agent"
"saturar","Agent"
"sazonar","Agent"
"secar","Agent"
"secundar","Agent"
"seduzir","Agent"
"segar","Agent"
"segredar","Agent"
"segregar","Agent"
"seguir","Agent"
"segundar","Agent"
"segurar","Agent"
"selar1","Agent"
"selecionar","Agent"
"seletar","Agent"
"semear","Agent"
"semi-erguer","Agent"
"semicerrar","Agent"
"sentar","Agent"
"sentenciar","Agent"
"sentir","Agent"
"separar","Agent"
"sepultar","Agent"
"seqüestrar","Agent"
"ser","Agent"
"serenar","Agent"
"seriar","Agent"
"serpear","Agent"
"serpejar","Agent"
"serpentar","Agent"
"serpentear","Agent"
"servir","Agent"
"sibilar","Agent"
"significar","Agent"
"silenciar","Agent"
"simpatizar","Agent"
"sindicar","Agent"
"singrar","Agent"
"sitiar","Agent"
"situar","Agent"
"soabrir","Agent"
"soar","Agent"
"sobalçar","Agent"
"soberanizar","Agent"
"sobredoirar","Agent"
"sobredourar","Agent"
"sobrelevar","Agent"
"sobrenadar","Agent"
"sobrepor","Agent"
"sobressair","Agent"
"sobreviver","Agent"
"socalcar","Agent"
"socar","Agent"
"soçobrar","Agent"
"socorrer","Agent"
"sofismar","Agent"
"solapar","Agent"
"soldar","Agent"
"soletrar","Agent"
"solicitar","Agent"
"solidar","Agent"
"solidificar","Agent"
"soltar","Agent"
"soluçar","Agent"
"solucionar","Agent"
"solver","Agent"
"somar","Agent"
"sondar","Agent"
"sonhar","Agent"
"sopesar","Agent"
"soprar","Agent"
"soquear","Agent"
"sorrir","Agent"
"sortir","Agent"
"sorver","Agent"
"sossegar","Agent"
"sotaquear","Agent"
"soterrar","Agent"
"sovar","Agent"
"suar","Agent"
"suavizar","Agent"
"subir","Agent"
"subjugar","Agent"
"sublimar","Agent"
"sublinhar","Agent"
"submergir","Agent"
"submeter","Agent"
"subscrever","Agent"
"subsidiar","Agent"
"subsistir","Agent"
"substituir","Agent"
"subterrar","Agent"
"subtilizar","Agent"
"subtrair","Agent"
"suceder","Agent"
"sufocar","Agent"
"sugar","Agent"
"sugerir","Agent"
"sujar","Agent"
"sujeitar","Agent"
"sulcar","Agent"
"sumir","Agent"
"superpor","Agent"
"suplantar","Agent"
"suplementar","Agent"
"suplicar","Agent"
"supor","Agent"
"suprimir","Agent"
"suprir","Agent"
"surdinar","Agent"
"surdir","Agent"
"surpreender","Agent"
"surrar","Agent"
"surribar","Agent"
"sururucar","Agent"
"suscitar","Agent"
"suspeitar","Agent"
"suspender","Agent"
"suspirar","Agent"
"sussurrar","Agent"
"sustentar","Agent"
"suster","Agent"
"sutilizar","Agent"
"suxar","Agent"
"tacar","Agent"
"tachar","Agent"
"tagarelar","Agent"
"talar","Agent"
"talhar","Agent"
"tanger","Agent"
"tapar","Agent"
"tapear1","Agent"
"tardar","Agent"
"tarraxar","Agent"
"tascar","Agent"
"tasquinhar","Agent"
"tatear","Agent"
"taxar","Agent"
"tecer","Agent"
"telefonar","Agent"
"temperar","Agent"
"tencionar","Agent"
"tentar","Agent"
"tentear1","Agent"
"ter","Agent"
"terminar","Agent"
"testar1","Agent"
"testemunhar","Agent"
"testificar","Agent"
"timbrar","Agent"
"tingir","Agent"
"tinir","Agent"
"tirar","Agent"
"tisnar","Agent"
"toar","Agent"
"tocar","Agent"
"tolher","Agent"
"tomar","Agent"
"tonificar","Agent"
"tornar","Agent"
"torrar","Agent"
"torvelinhar","Agent"
"tosar1","Agent"
"toscanejar","Agent"
"tosquiar","Agent"
"tostar","Agent"
"totalizar","Agent"
"trabalhar","Agent"
"traçar1","Agent"
"traduzir","Agent"
"tragar","Agent"
"trair","Agent"
"trajar","Agent"
"tramar","Agent"
"trancafiar","Agent"
"trançar","Agent"
"tranqüilizar","Agent"
"transcender","Agent"
"transcoar","Agent"
"transcrever","Agent"
"transfazer","Agent"
"transferir","Agent"
"transformar","Agent"
"transir","Agent"
"transmitir","Agent"
"transpirar","Agent"
"transpor","Agent"
"transtrocar","Agent"
"transudar","Agent"
"trapejar","Agent"
"tratar","Agent"
"trautear","Agent"
"travar","Agent"
"trazer","Agent"
"trejeitar","Agent"
"treler","Agent"
"tremer","Agent"
"tremular","Agent"
"trepar","Agent"
"trescalar","Agent"
"tressuar","Agent"
"tributar","Agent"
"trilar","Agent"
"trinar","Agent"
"trincar","Agent"
"trinchar","Agent"
"trinfar","Agent"
"tripudiar","Agent"
"trissar","Agent"
"triturar","Agent"
"triunfar","Agent"
"trocar","Agent"
"trombar","Agent"
"tropeçar","Agent"
"tropicar","Agent"
"trotar","Agent"
"trucidar","Agent"
"truncar","Agent"
"tundar","Agent"
"tungar","Agent"
"turturinar","Agent"
"ultimar","Agent"
"umedecer","Agent"
"umidificar","Agent"
"ungir","Agent"
"unhar","Agent"
"unir","Agent"
"untar","Agent"
"urdir","Agent"
"urgir","Agent"
"urrar","Agent"
"usar","Agent"
"utilizar","Agent"
"vacilar","Agent"
"vadiar","Agent"
"vagabundar","Agent"
"vagabundear","Agent"
"vagamundear","Agent"
"vagar1","Agent"
"vaguear","Agent"
"vaguejar","Agent"
"vaiar","Agent"
"valer","Agent"
"vaporizar","Agent"
"variar","Agent"
"varrer","Agent"
"vasculhar","Agent"
"vazar","Agent"
"vedar","Agent"
"velar1","Agent"
"velar2","Agent"
"velejar","Agent"
"velhaquear","Agent"
"vencer","Agent"
"ventilar","Agent"
"ver","Agent"
"vergar","Agent"
"verificar","Agent"
"vermelhar","Agent"
"versar1","Agent"
"verter","Agent"
"vestir","Agent"
"vetar","Agent"
"vexar","Agent"
"vibrar","Agent"
"viciar","Agent"
"vigiar","Agent"
"vigilar","Agent"
"vigorar","Agent"
"vigorizar","Agent"
"vincar","Agent"
"vincular","Agent"
"vingar","Agent"
"violentar","Agent"
"vir","Agent"
"virar","Agent"
"visitar","Agent"
"vislumbrar","Agent"
"vistoriar","Agent"
"visualizar","Agent"
"vitalizar","Agent"
"vitimar","Agent"
"vituperar","Agent"
"viuvar","Agent"
"viver","Agent"
"voar","Agent"
"voejar","Agent"
"vogar","Agent"
"volatizar","Agent"
"volitar","Agent"
"voltar","Agent"
"voltear","Agent"
"voltejar","Agent"
"volutear","Agent"
"volver","Agent"
"vomitar","Agent"
"votar","Agent"
"zabumbar","Agent"
"zanzar","Agent"
"zelar","Agent"
"ziguezaguear","Agent"
"zingarear","Agent"
"zingrar","Agent"
"zinir","Agent"
"zombar","Agent"
"zombetear","Agent"
"zuir","Agent"
"zumbir","Agent"
"zunir","Agent"
"zunzunar","Agent"
"zunzunir","Agent"
"zupar","Agent"
"zurrar","Agent"
"zurzir","Agent"
